parte_inclusion_digital,sexo,edad,departamento,ciudad,unidad_educativa,normalista,tecnico,licenciatura,especializacion,maestria,doctorado,otro,experiencia,tiempo_establecimiento,tiempo_establecimiento,area,curso_tecnologia,institucion,tiene_computadora,tipo_computadora,numero_computadoras,tienen_tablets,numero_tablet,origen_computadora,internet_casa,internet_movil,internet_colegio,ultima_semana_internet
Sí,Femenino,46,Tarija,Tarija,NACIONAL EUSTAQUIO MENDEZ Mañana,1,0,1,0,0,0,,21,Menos de un año,NA,Comunidad y Sociedad,1,Manejo de softeare y paquetes de window,1,Computadora de escritorio,3,0,NA,Otro,Sí,Sí,No,Sí
Sí,Masculino,32,Santa Cruz,Santa Cruz de la Sierra,JOSEFINA GOITIA I,0,0,1,0,0,0,,5,Más de un año,5,"Vida, Tierra y Territorio",1,Ronotica educativa,1,Computadora portátil,2,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,45,La Paz,El Alto,COSMOS 79 MAÑANA,1,0,0,0,0,0,,10,Más de un año,5,Comunidad y Sociedad,1,capacitación con los voluntarios de la Agetic,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,39,La Paz,La Paz,SAN SIMON DE AYACUCHO A,0,0,1,0,0,0,,14,Más de un año,4,Comunidad y Sociedad,1,Programa de inclusión digital ,1,Computadora portátil,2,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,65,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,1,0,0,0,0,0,,38,Más de un año,10,Comunidad y Sociedad,1,Realice el uso adecuado de paquetes tecnológico e inclusión digital,1,Computadora de escritorio,1,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,37,La Paz,El Alto,PARAISO B,1,0,0,0,0,0,,7,Menos de un año,NA,Comunidad y Sociedad,1,Aplicación de programa mapas mentales ,1,Computadora portátil,1,0,NA,Por cuenta propia,No,Sí,Sí,Sí
Sí,Femenino,55,La Paz,La Paz,SAN SIMON DE AYACUCHO A,0,0,1,0,0,0,,32,Más de un año,7,Cosmos y Pensamiento,1,Programa de inclusión digital ,1,Computadora de escritorio,2,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,44,Chuquisaca,Sucre,MCAL. SUCRE B,0,0,1,0,0,0,Diplomado,22,Más de un año,19,Cosmos y Pensamiento,1,Ofimatica,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,58,La Paz,El Alto,ADELA ZAMUDIO,1,0,1,0,1,0,,35,Más de un año,10,"Ciencia, Tecnología y Producción",1,clases del ministerio de educación,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,43,Oruro,Oruro,JUAN MISAEL SARACHO SECUNDARIA,0,0,1,1,0,0,psicología,23,Más de un año,6,Cosmos y Pensamiento,1,actualización,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,No,No
Sí,Masculino,56,La Paz,La Paz,LA MERCED B,1,0,0,0,0,0,,33,Más de un año,30,Comunidad y Sociedad,1,Edicion en audio y video,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,55,Tarija,San Lorenzo,JULIO SUCRE Mañana,0,0,1,0,0,0,,28,Más de un año,20,"Ciencia, Tecnología y Producción",1,Google drive,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,41,La Paz,El Alto,JESUS MARIA FE Y ALEGRIA,1,0,1,1,0,0,,15,Más de un año,11,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,49,Chuquisaca,Sucre,LOYOLA DE FE Y ALEGRIA B,0,0,1,0,0,0,,23,Más de un año,13,Comunidad y Sociedad,1,Uso kuas,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,60,La Paz,La Paz,FUERZAS ARMADAS DE LA NACION B,1,0,1,1,0,0,,29,Más de un año,4,Comunidad y Sociedad,1,Manejo de kuas,1,Computadora de escritorio,1,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,48,La Paz,El Alto,AYACUCHO TARDE,1,0,1,0,0,0,,22,Más de un año,20,Comunidad y Sociedad,1,Talleres de agetic,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,Sí,Sí
Sí,Femenino,38,La Paz,El Alto,SAN MARTIN DE PORRES MAÑANA,1,0,0,0,0,0,,12,Menos de un año,NA,Comunidad y Sociedad,0,,0,,NA,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,42,La Paz,La Paz,SIMON RODRIGUEZ CARREÑO,0,0,1,0,0,0,,15,Más de un año,9,Comunidad y Sociedad,1,Agetic,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
No,Femenino,30,Tarija,Tarija,JESUS DE NAZARETH Tarde,0,0,1,0,0,0,,8,Más de un año,3,"Vida, Tierra y Territorio",1,Windows  basico,1,Computadora portátil,2,0,NA,Otro,Sí,Sí,No,Sí
Sí,Masculino,56,La Paz,El Alto,DR. CARLOS MONTENEGRO,1,0,1,0,1,0,,27,Más de un año,17,Comunidad y Sociedad,1,Aplicaciones de software,1,Computadora portátil,7,1,3,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,36,Tarija,Tarija,JOSE MANUEL AVILA 2 Tarde,1,1,1,0,0,0,,13,Más de un año,6,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,55,Santa Cruz,Santa Cruz de la Sierra,EVANGELICO BUENAS NUEVAS,0,0,1,0,0,0,,33,Más de un año,12,"Vida, Tierra y Territorio",1,uso de quipus,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,27,Tarija,San Lorenzo,JULIO SUCRE Mañana,0,0,1,1,0,0,,3,Más de un año,3,"Ciencia, Tecnología y Producción",1,"Diplomado en Tecnologias de la informacion y comunicacion TIC'S, Interactuando con las TIC'S",1,Computadora portátil,1,0,NA,Por algún familiar,No,Sí,No,Sí
Sí,Femenino,49,La Paz,La Paz,ISAAC MALDONADO REQUE,1,0,1,0,0,0,,9,Más de un año,7,Cosmos y Pensamiento,1,Programa de inclusión digital,1,Computadora portátil,3,0,NA,Dotada por el ministerio,Sí,Sí,No,No
Sí,Femenino,40,La Paz,La Paz,IGNACIO CALDERON FE Y ALEGRIA II,0,0,1,0,0,0,,22,Más de un año,11,Comunidad y Sociedad,1,manejo de las quipus,1,Computadora portátil,3,1,1,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,35,La Paz,El Alto,DR. CARLOS MONTENEGRO,1,0,0,0,0,0,,10,Menos de un año,NA,Comunidad y Sociedad,0,,1,Computadora portátil,4,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,40,La Paz,El Alto,ELIZARDO PEREZ TARDE,1,0,1,0,0,0,Peinados cotillones,14,Más de un año,2,Cosmos y Pensamiento,1,Tic,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,48,Chuquisaca,Sucre,LOYOLA DE FE Y ALEGRIA B,0,0,1,0,0,0,,24,Más de un año,14,Cosmos y Pensamiento,1,Manejo de kuas,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,38,Tarija,Tarija,JUAN PABLO II Tarde,1,0,0,0,0,0,,17,Más de un año,2,Comunidad y Sociedad,1,uso de actualización de quipus,1,Computadora portátil,1,0,NA,Por cuenta propia,No,Sí,Sí,Sí
Sí,Femenino,50,La Paz,La Paz,IGNACIO CALDERON FE Y ALEGRIA II,0,0,0,0,1,0,,30,Más de un año,2,Comunidad y Sociedad,1,sobre programas,1,Computadora portátil,3,0,NA,Dotada por el ministerio,No,Sí,No,No
Sí,Femenino,33,La Paz,El Alto,VILLA VICTORIA,0,0,1,0,0,0,,6,Menos de un año,NA,Comunidad y Sociedad,0,,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,42,Pando,Cobija,MADRE NAZARIA TARDE,0,0,1,0,0,0,,14,Más de un año,5,Cosmos y Pensamiento,1,uso de TICs en la unidad educativa ,1,Computadora portátil,2,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,59,La Paz,El Alto,VILLA VICTORIA,1,0,1,1,0,0,,32,Más de un año,8,Cosmos y Pensamiento,1,manejo de Tics,1,Computadora de escritorio,2,1,1,Por cuenta propia,Sí,No,No,Sí
Sí,Femenino,51,La Paz,El Alto,SAN MARTIN DE PORRES MAÑANA,1,0,1,0,0,0,,18,Más de un año,15,"Ciencia, Tecnología y Producción",1,manejo de kipus -wod y otras carpetas,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,55,La Paz,La Paz,IGNACIO CALDERON FE Y ALEGRIA II,0,0,1,0,0,0,,30,Más de un año,20,Comunidad y Sociedad,0,,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,No,No,Sí
Sí,Femenino,40,Tarija,Tarija,JUAN PABLO II Tarde,1,0,1,0,0,0,,19,Más de un año,4,"Vida, Tierra y Territorio",1,aula TICS en la unefco,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,Sí,Sí
Sí,Masculino,40,La Paz,La Paz,DON BOSCO C,0,0,1,0,0,0,,13,Más de un año,13,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,1,1,2,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,55,Tarija,Tarija,JUAN PABLO II Tarde,0,0,1,0,0,0,,32,Más de un año,18,Comunidad y Sociedad,1,Software Libre,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,45,La Paz,El Alto,ADELA ZAMUDIO,0,0,1,0,0,0,,24,Más de un año,19,"Vida, Tierra y Territorio",1,Agetic ,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,36,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,1,0,1,0,0,0,,4,Menos de un año,NA,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Por cuenta propia,No,Sí,No,Sí
Sí,Masculino,37,La Paz,La Paz,DON BOSCO C,1,0,0,0,0,0,Egresado umsa,12,Más de un año,12,"Ciencia, Tecnología y Producción",1,Proyecto tics umsa,1,Computadora portátil,1,1,3,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,55,Cochabamba,Sacaba,JOSE LEONCIO CAPRILES,1,0,0,0,0,0,,32,Más de un año,28,"Ciencia, Tecnología y Producción",1,software libre,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,39,Santa Cruz,Santa Cruz de la Sierra,EVANGELICO BUENAS NUEVAS,0,0,1,0,0,0,,10,Más de un año,5,Cosmos y Pensamiento,1,Manejo de material didáctico,1,Computadora portátil,2,0,NA,Otro,No,Sí,No,Sí
Sí,Masculino,55,La Paz,La Paz,ALFREDO VARGAS B,1,0,0,0,0,0,,25,Más de un año,4,Cosmos y Pensamiento,1,manejo programas,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,55,La Paz,El Alto,REPUBLICA DEL JAPON MAÑANA,1,0,1,1,0,0,,30,Más de un año,4,Comunidad y Sociedad,1,Agetic,1,Computadora portátil,2,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,34,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,0,0,1,0,0,0,,4,Menos de un año,NA,Comunidad y Sociedad,0,,1,Computadora portátil,1,1,1,Por cuenta propia,No,Sí,No,Sí
Sí,Femenino,55,La Paz,La Paz,IGNACIO CALDERON FE Y ALEGRIA II,1,0,1,0,0,0,,31,Más de un año,10,Comunidad y Sociedad,1,6tos de secundaria ,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,68,La Paz,El Alto,ALMIRANTE MIGUEL GRAU B,1,0,1,0,0,0,,35,Más de un año,18,"Ciencia, Tecnología y Producción",1,"Geogebra, matematica activa",1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,46,La Paz,La Paz,NATALIA PALACIOS,1,0,0,0,0,0,,15,Más de un año,10,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,1,0,NA,Por algún familiar,Sí,Sí,No,Sí
Sí,Femenino,43,La Paz,La Paz,NATALIA PALACIOS,1,0,0,0,0,0,,10,Más de un año,3,"Vida, Tierra y Territorio",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,45,La Paz,La Paz,NATALIA PALACIOS,1,0,0,0,0,0,,20,Más de un año,5,Comunidad y Sociedad,1,Programa digital,1,Computadora portátil,2,0,NA,Por cuenta propia,Sí,Sí,No,No
Sí,Femenino,36,La Paz,El Alto,AYACUCHO TARDE,1,0,1,0,0,0,,13,Más de un año,5,"Vida, Tierra y Territorio",1,Inclusion digital,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,57,La Paz,El Alto,PUERTO DE MEJILLONES CIUDAD SATELITE,1,0,0,0,0,0,,30,Más de un año,15,"Vida, Tierra y Territorio",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,33,La Paz,El Alto,VILLA TUNARI TARDE,1,0,1,1,0,0,,15,Más de un año,4,Cosmos y Pensamiento,0,,1,Computadora portátil,2,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,60,Tarija,Tarija,NACIONAL EUSTAQUIO MENDEZ Mañana,1,0,1,0,0,0,,35,Más de un año,34,Comunidad y Sociedad,1,Manejo de classrom,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,46,Tarija,Tarija,NACIONAL EUSTAQUIO MENDEZ Mañana,1,0,1,0,0,0,,21,Más de un año,5,Comunidad y Sociedad,0,,1,Computadora de escritorio,3,0,NA,Otro,Sí,Sí,No,Sí
Sí,Femenino,35,Tarija,Tarija,NACIONAL EUSTAQUIO MENDEZ Mañana,1,0,1,0,0,0,,10,Menos de un año,NA,Comunidad y Sociedad,1,MANEJO DE CLASSROM,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,33,Santa Cruz,Santa Cruz de la Sierra,NACIONAL FLORIDA I,1,0,0,0,0,0,,7,Más de un año,3,Comunidad y Sociedad,1,audiovisión,1,Computadora portátil,2,0,NA,Por cuenta propia,Sí,No,No,Sí
Sí,Femenino,30,Tarija,Tarija,NACIONAL EUSTAQUIO MENDEZ Mañana,1,0,1,0,0,0,,6,Más de un año,1,"Vida, Tierra y Territorio",1,Manejo de Classrom,1,Computadora de escritorio,2,1,1,Otro,Sí,Sí,No,Sí
Sí,Femenino,32,Tarija,Tarija,NACIONAL EUSTAQUIO MENDEZ Mañana,1,0,1,0,0,0,,7,Más de un año,7,"Vida, Tierra y Territorio",1,Manejo de Classrom,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Masculino,47,La Paz,La Paz,NATALIA PALACIOS,1,0,0,0,0,0,,18,Más de un año,5,Comunidad y Sociedad,1,Inclusion digital,1,Computadora portátil,2,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,65,La Paz,El Alto,VILLA ALEMANIA,1,0,1,0,0,0,,38,Más de un año,11,Comunidad y Sociedad,1,USB y Min.Edu. 2010,1,Computadora portátil,2,1,1,Otro,Sí,Sí,No,Sí
Sí,Femenino,30,Tarija,Tarija,NACIONAL EUSTAQUIO MENDEZ Mañana,1,0,1,1,0,0,,1,Menos de un año,NA,Comunidad y Sociedad,0,,1,Computadora de escritorio,2,0,NA,Por algún familiar,Sí,Sí,No,Sí
Sí,Masculino,50,La Paz,La Paz,NATALIA PALACIOS,1,0,0,0,0,0,,28,Más de un año,10,"Vida, Tierra y Territorio",1,Programa de inclusión digital,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,No
Sí,Femenino,32,Tarija,Tarija,NACIONAL EUSTAQUIO MENDEZ Mañana,1,0,1,0,0,0,,4,Más de un año,2,"Vida, Tierra y Territorio",1,Aulas TIC,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,44,La Paz,La Paz,ADOLFO COSTA DU RELS,1,0,1,0,0,0,,20,Más de un año,17,Comunidad y Sociedad,1,Audacity,1,Computadora portátil,2,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,32,Cochabamba,Sacaba,SACABA DIURNO,1,0,1,0,1,0,,9,Menos de un año,NA,"Ciencia, Tecnología y Producción",1,De unefco,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,44,La Paz,El Alto,REPUBLICA DEL JAPON MAÑANA,1,1,1,0,0,0,,10,Más de un año,8,"Ciencia, Tecnología y Producción",1,Revolución Educativa y Tecnológica,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,54,Santa Cruz,Santa Cruz de la Sierra,LA SALLE TARDE,1,0,1,1,0,0,,24,Más de un año,10,Comunidad y Sociedad,1,Inclusion Digital- Inkscape,1,Computadora de escritorio,1,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,56,Potosí,Potosí,COPACABANA C,1,0,1,0,0,0,,34,Más de un año,8,"Ciencia, Tecnología y Producción",1,Manejo de las Tic,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,No,Sí,Sí
Sí,Masculino,43,Santa Cruz,Santa Cruz de la Sierra,LA SALLE TARDE,1,0,1,0,0,0,,19,Más de un año,9,Comunidad y Sociedad,0,,1,Computadora de escritorio,1,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,48,La Paz,La Paz,SIMON RODRIGUEZ CARREÑO,0,0,1,0,0,0,,15,Más de un año,5,Comunidad y Sociedad,1,INCLUSION DIGITAL,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Masculino,63,Santa Cruz,Santa Cruz de la Sierra,LA SALLE TARDE,1,1,1,0,0,0,,35,Más de un año,33,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,35,La Paz,El Alto,VILLA VICTORIA,0,0,0,1,0,0,,15,Más de un año,6,"Ciencia, Tecnología y Producción",1,UNEFCO INFOGRAFIAS DIGITALES,1,Computadora de escritorio,3,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,52,La Paz,La Paz,ALFREDO VARGAS B,1,0,1,0,0,0,,30,Más de un año,25,"Vida, Tierra y Territorio",1,cursos a distancia de unefco dependiente del ministerio de educación,1,Computadora de escritorio,2,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,60,La Paz,La Paz,PEDRO POVEDA A,1,0,1,0,0,0,Egresada de la Universidad Salesiana no  Titulada,29,Más de un año,27,"Vida, Tierra y Territorio",1,Para el manejo de las Kuas,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,42,La Paz,La Paz,SIMON RODRIGUEZ CARREÑO,0,0,0,0,1,0,,18,Más de un año,12,Comunidad y Sociedad,0,,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,No,No
Sí,Masculino,35,La Paz,La Paz,LA PAZ A,0,0,1,0,0,0,,3,Menos de un año,NA,"Ciencia, Tecnología y Producción",1,Didáctica ,1,Computadora de escritorio,2,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,52,Tarija,Tarija,NAZARIA IGNACIA MARCH Tarde,1,0,0,0,0,0,,25,Más de un año,2,"Vida, Tierra y Territorio",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,30,Santa Cruz,Santa Cruz de la Sierra,CASTULO CHAVEZ MAÑANA,1,0,1,0,1,0,,7,Más de un año,2,"Ciencia, Tecnología y Producción",1,,1,Computadora portátil,1,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,47,Oruro,Oruro,LUIS MARIO CAREAGA 2,1,1,0,0,0,0,,4,Menos de un año,NA,"Vida, Tierra y Territorio",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,43,Oruro,Oruro,LUIS MARIO CAREAGA 2,1,0,0,0,0,0,,13,Más de un año,5,Comunidad y Sociedad,0,,1,Computadora portátil,2,0,NA,Dotada por el ministerio,No,Sí,No,No
Sí,Femenino,34,La Paz,El Alto,VILLA VICTORIA,1,1,1,0,0,0,,7,Más de un año,7,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Por cuenta propia,No,Sí,No,Sí
Sí,Femenino,40,La Paz,La Paz,FUERZAS ARMADAS DE LA NACION B,1,1,0,0,0,0,,20,Más de un año,3,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,53,La Paz,El Alto,BICENTENARIO LIBERTADOR SIMON BOLIVAR,1,0,0,0,0,0,,20,Más de un año,12,"Ciencia, Tecnología y Producción",1,Taller sobres las TICs,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,42,Cochabamba,Sacaba,JOSE NICOLAS MALDONADO,1,0,0,0,0,0,,18,Más de un año,3,"Ciencia, Tecnología y Producción",1,Educacion con TIC,1,Computadora portátil,2,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,38,Cochabamba,Sacaba,JOSE NICOLAS MALDONADO,1,0,1,0,0,0,,9,Más de un año,5,Comunidad y Sociedad,1,Educacion con TIC's,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,38,Tarija,Tarija,ESTEBAN MIGLIACCI MAÑANA Mañana,1,0,0,0,0,0,,11,Más de un año,32,"Vida, Tierra y Territorio",1,mantenimiento de uso de computadoras en el aula TIC ,1,Computadora de escritorio,1,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,39,Tarija,Tarija,ESTEBAN MIGLIACCI MAÑANA Mañana,0,0,0,0,1,0,,8,Más de un año,8,Comunidad y Sociedad,0,,1,Computadora de escritorio,2,0,NA,Por cuenta propia,No,Sí,No,Sí
Sí,Masculino,50,La Paz,El Alto,YUNGUYO FE Y ALEGRIA TARDE,0,0,1,1,0,0,,32,Más de un año,3,"Ciencia, Tecnología y Producción",1,geogebra,1,Computadora de escritorio,1,0,NA,Por cuenta propia,Sí,Sí,No,No
Sí,Femenino,38,Tarija,Tarija,ESTEBAN MIGLIACCI MAÑANA Mañana,1,0,1,0,0,0,,11,Más de un año,3,Comunidad y Sociedad,1,herramienta tecnologicas para el aula ,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,59,La Paz,La Paz,SAN SIMON DE AYACUCHO A,1,1,1,0,0,0,,35,Más de un año,27,"Ciencia, Tecnología y Producción",1,Programa de inclusión digital,1,Computadora de escritorio,2,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,51,Tarija,Tarija,ESTEBAN MIGLIACCI MAÑANA Mañana,1,0,1,0,1,0,,28,Más de un año,5,Cosmos y Pensamiento,1,herramientas tecnológicas para aula (unefco) ,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,56,Tarija,Tarija,EULOGIO RUIZ Mañana,1,0,1,0,0,0,,30,Menos de un año,NA,Comunidad y Sociedad,1,Infoper,1,Computadora de escritorio,2,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,32,Tarija,Tarija,ESTEBAN MIGLIACCI MAÑANA Mañana,1,0,1,0,0,0,,11,Más de un año,3,Comunidad y Sociedad,1,Interactuando con las tics operadores de paquetes,1,Computadora portátil,2,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,41,Tarija,Tarija,ESTEBAN MIGLIACCI MAÑANA Mañana,1,0,1,0,0,0,,10,Más de un año,4,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,37,Tarija,Tarija,ESTEBAN MIGLIACCI MAÑANA Mañana,1,0,1,0,0,0,,15,Más de un año,11,Comunidad y Sociedad,1,herramientas tecnológicas para el aula (UNEFCO) ,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,57,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,1,0,0,0,0,0,,35,Más de un año,6,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
No,Masculino,40,Tarija,Tarija,CASTELFORT CASTELLANOS I Mañana,0,0,1,0,0,0,,12,Más de un año,7,"Ciencia, Tecnología y Producción",1,uso de las kuaas,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,39,La Paz,La Paz,ABRAHAM REYES FE Y ALEGRIA,0,0,1,0,0,0,,10,Más de un año,6,"Ciencia, Tecnología y Producción",1,,1,Computadora de escritorio,2,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,38,La Paz,El Alto,INGAVI TARDE,1,0,1,0,0,0,,9,Menos de un año,NA,Comunidad y Sociedad,1,Introducción a las TIC's en Comunicación ,1,Computadora portátil,2,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,36,Santa Cruz,Montero,Nacional Montero,1,0,1,0,0,0,,2,Más de un año,2,"Vida, Tierra y Territorio",1,ofimática básica,1,Computadora portátil,1,1,2,Por algún familiar,Sí,Sí,Sí,Sí
Sí,Femenino,29,Tarija,Tarija,NAZARIA IGNACIA MARCH Tarde,0,0,1,0,0,0,,4,Menos de un año,NA,Cosmos y Pensamiento,1,softaware y hardware,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,32,Tarija,Tarija,PAMPA GALANA Tarde,0,0,1,0,0,0,,7,Más de un año,7,Comunidad y Sociedad,1,Dispositivos moviles y aplicaciones moviles.,1,Computadora portátil,3,1,2,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,43,Tarija,Tarija,SAN ROQUE Tarde,0,0,1,0,0,0,,14,Más de un año,3,Cosmos y Pensamiento,1,Curso sobre tics en la Alcaldía,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,52,Tarija,Tarija,SAN ROQUE Tarde,1,0,1,0,0,0,,24,Más de un año,10,Comunidad y Sociedad,1,class rum,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,50,Oruro,Oruro,DONATO VASQUEZ SECUNDARIO,1,0,1,1,0,0,,15,Más de un año,4,Comunidad y Sociedad,1,capacitacion en Centro de Convenciones FNI y capacitacion con voluntarias ,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
